04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1040 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1036 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1027 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1027 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1027 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1021 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1020 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1019 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.051 W/CpuPowerCalculator(  519): UID 1017 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1013 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1010 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1003 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1002 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1002 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1002 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1001 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1001 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1001 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1000 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1000 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 1000 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.052 W/CpuPowerCalculator(  519): UID 0 CPU freq # mismatch: Power Profile # 2 actual # 8
04-22 00:29:14.067 V/ClearcutMetricXmitter( 1480): Transmission is done.
04-22 00:29:14.332 W/CarrierServices( 1634): [72] bemz.x: Unable to send diagnostic log
04-22 00:29:15.293 I/AiAiStatsd( 1598): No op: the most recent atoms from the date 2026-04-20 have been uploaded.
04-22 00:29:15.314 I/A       ( 1921): Cobalt: try to find ProjectConfig for given tags
04-22 00:29:15.315 I/A       ( 1921): (REDACTED) Cobalt: found ProjectConfig for tag %s
04-22 00:29:15.316 I/A       ( 1921): Cobalt: start enqueuing upload task
04-22 00:29:15.317 I/A       ( 1921): Cobalt: finish enqueuing upload task
04-22 00:29:15.322 I/WM-WorkerWrapper( 1921): Worker result SUCCESS for Work [ id=3f402dc3-bc63-4236-b18f-9a228de133a8, tags={ com.google.android.libraries.privatetelemetry.tqcobalt.worker.LogUploadTimer, 200001-2 } ]
04-22 00:29:15.327 I/A       ( 1921): Cobalt: try to find ProjectConfig for given tags
04-22 00:29:15.327 I/A       ( 1921): (REDACTED) Cobalt: found ProjectConfig for tag %s
04-22 00:29:15.348 I/A       ( 1921): Cobalt: start sending logs to the Cobalt Server
04-22 00:29:15.349 I/A       ( 1921): (REDACTED) Cobalt: start uploading logic for customerId = %d, projectId = %d
04-22 00:29:15.351 I/native  ( 1921): I0000 00:00:1776788955.350936   14759 observation_generator.cc:118] Generating aggregated observations for periods ending before system time: 1776788955 (day index 20564, hour ID 987105 in UTC)
04-22 00:29:15.353 I/A       ( 1921): (REDACTED) Cobalt: finished sending logs to the Cobalt Server for customerId = %d, projectId = %d
04-22 00:29:15.354 I/WM-WorkerWrapper( 1921): Worker result SUCCESS for Work [ id=0b943cfb-1191-4687-bb57-58fca29e1935, tags={ com.google.android.libraries.privatetelemetry.tqcobalt.worker.LogUploader, 200001-2 } ]
04-22 00:29:17.124 W/BestClock(  519): java.time.DateTimeException: Missing NTP fix
04-22 00:29:17.160 I/netd    (  293): tetherGetStats() -> {[]} <0.56ms>
04-22 00:29:17.161 W/BestClock(  519): java.time.DateTimeException: Missing NTP fix
04-22 00:29:17.162 I/netd    (  293): bandwidthSetGlobalAlert(2097152) <0.16ms>
04-22 00:29:17.163 W/BestClock(  519): java.time.DateTimeException: Missing NTP fix
04-22 00:29:17.163 W/BestClock(  519): java.time.DateTimeException: Missing NTP fix
04-22 00:29:17.163 W/BestClock(  519): java.time.DateTimeException: Missing NTP fix
04-22 00:29:17.165 I/netd    (  293): bandwidthRemoveInterfaceQuota(eth0) <0.71ms>
04-22 00:29:17.166 I/netd    (  293): bandwidthSetInterfaceQuota(eth0, 9223372036854775807) <0.80ms>
04-22 00:29:17.166 W/BestClock(  519): java.time.DateTimeException: Missing NTP fix
04-22 00:29:17.167 W/BestClock(  519): java.time.DateTimeException: Missing NTP fix
04-22 00:29:17.167 W/BestClock(  519): java.time.DateTimeException: Missing NTP fix
04-22 00:29:19.392 I/PhenotypeProcessReaper( 1251): Memory state is: 125
04-22 00:29:20.940 D/WifiNl80211Manager(  519): Scan result ready event
04-22 00:29:20.940 D/WifiNative(  519): Scan result ready event
04-22 00:29:23.836 I/resolv  (  293): GetAddrInfoHandler::run: {100 100 100 983140 10125 0}
04-22 00:29:23.836 I/resolv  (  293): res_nmkquery: (QUERY, IN, A)
04-22 00:29:23.837 I/resolv  (  293): res_nmkquery: (QUERY, IN, AAAA)
04-22 00:29:23.885 I/resolv  (  293): res_tls_send: TLS query result: 0
04-22 00:29:23.885 I/resolv  (  293): doQuery: rcode=0, ancount=4, return value=177
04-22 00:29:23.885 I/resolv  (  293): res_tls_send: TLS query result: 0
04-22 00:29:23.885 I/resolv  (  293): doQuery: rcode=0, ancount=8, return value=193
04-22 00:29:23.886 D/TrafficStats(14623): tagSocket(5) with statsTag=0x8001, statsUid=-1
04-22 00:29:30.971 D/TrafficStats(14284): tagSocket(101) with statsTag=0xffffffff, statsUid=-1
04-22 00:29:30.973 D/TrafficStats(14284): tagSocket(108) with statsTag=0xffffffff, statsUid=-1
04-22 00:29:30.973 D/TrafficStats(14284): tagSocket(127) with statsTag=0xffffffff, statsUid=-1
04-22 00:29:30.977 D/TrafficStats(14284): tagSocket(101) with statsTag=0xffffffff, statsUid=-1
04-22 00:29:30.978 D/TrafficStats(14284): tagSocket(127) with statsTag=0xffffffff, statsUid=-1
04-22 00:29:30.979 D/TrafficStats(14284): tagSocket(108) with statsTag=0xffffffff, statsUid=-1
04-22 00:29:31.465 I/logd    (  158): logdr: UID=2000 GID=2000 PID=14771 n tail=0 logMask=99 pid=0 start=0ns deadline=0ns
